title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
75m² 2PN nhà+view đều đẹp. Golden Mansion Novaland,4050000000,75.0,"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","CC GOLDEN MANSION - Novaland có hồ bơi, GYM, khu vui chơi....

Hình thật giá thật. Bán CH để lại 100% nội thất như hình

DT: 75m2
Có: 2PN + 2WC - Tầng trung, số đẹp view đẹp
BÁN: 4.050 TỶ
Đ/C: 119 Phổ Quang, P9, Q. Phú Nhuận, HCM
Gần sân bay TSN.

Xem nhà bất cứ lúc nào. LH gặp Trang",100.0,54000000,Tây Nam,Đang chờ sổ,Mặt tiền,Đất thổ cư,5.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,132.0,Đã bàn giao,75.0,Chung cư,2.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"119, 119 đường phổ quang, phường 9, quận phú nhuận, tp hồ chí minh",119 đường phổ quang,phường 9,quận phú nhuận,tp hồ chí minh,A,
Nhà Y Moan giá tốt - cách đường chính Ymoan 100m,1350000000,106.0,"Đường Y Moan, Xã Cư ÊBur, Thành phố Buôn Ma Thuột, Đắk Lắk","🏘🏘🏘 Bán nhà mới đón Tết Hẻm đường YMoal 
♦️Diện tích: 5 x 21m
♦️Pháp lý: Thổ cư: 60m2
♦️Hướng: Tây
💰💰 Giá: 1tỷ 350 ( bao giá khu vực )
===========
♦️Nhà xây tâm huyết,thiết kế hiện đại gồm 2 phòng ngủ,1 toilet,1 phòng khách,bếp,sân xe ô tô
👉Nhà nằm mt hẻm bê tông 5m 2 ô tô né nhau thoải mái,thông thoáng 2 đầu,
♦️cách đường chính YMON 100m.
=============",106.0,12740000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,21.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,106.0,Đã bàn giao,75.0,Chung cư,2.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường y moan, xã cư êbur, thành phố buôn ma thuột, đắk lắk",đường y moan,xã cư êbur,thành phố buôn ma thuột,đắk lắk,A,
"Chính chủ bán gấp trước tết, Phan Xích Long 5,3tỷ",5300000000,35.0,"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","- Gia đình cần bán gấp trước tết giá tôi sẽ thương lượng sâu với khách thật sự thiện chí, nhà 4 tấm đúc bê tông vững chắc có 4 phòng ngủ rộng lớn, hẻm sạch sẽ xe ba gác chạy, cách mặt tiền gần 100m dễ tìm, SHR chính chủ, vuông không móp méo tóp hậu, pháp lý đẹp công chứng sang tên trong ngày, sổ hoàn công.
- Liên hệ trực tiếp tôi tên Huỳnh ( chủ nhà )",35.0,151430000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.5,11.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,106.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường phan xích long, phường 2, quận phú nhuận, tp hồ chí minh",đường phan xích long,phường 2,quận phú nhuận,tp hồ chí minh,A,
"Đất Cẩm Lệ 107m², Lô góc 2 mt Trần Lê, Hoà xuân",4100000000,107.0,"Đường Trần Lê, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","Cần bán lố góc 2 mặt tiền đường 7m5 Trần Lê, Nam Cẩm lệ, Hoà Xuân, Cẩm lệ, Đà Nẵng 
💕 DT 107m2, Hướng Đông và hướng Bắc
💕 Vị trí đẹp, gần cầu Cẩm lệ, Gần chợ Hoà Xuân, xác bên bệnh viện y Học cổ truyền và Bv phục hồi chức năng, dân của đông, an ninh tốt
💕 Giá bán : 4ty1 có thương lượng
Lh ngay để làm việc chính chủ",107.0,38320000,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,17.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,106.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường trần lê, phường hòa xuân, quận cẩm lệ, đà nẵng",đường trần lê,phường hòa xuân,quận cẩm lệ,đà nẵng,A,
"Siêu Ngon Nhà Tân Triều 48m2 5,3 tỷ 7 tầng 10PN",5250000000,48.0,"Đường Tân Triều, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","KINH DOANH CHDV – CÁCH ĐƯỜNG Ô TÔ VÀI BƯỚC CHÂN – TIỆN ÍCH ĐỈNH.
*Mô tả:
Diện tích 50m2 tầng mặt tiền 3,4m giá 5,3tỷ 10 phòng ngủ
+ Đường trước nhà xe ba gác to ra vào, ngõ thông, cách đường ô tô khoảng 45m
+ Nhà mới xây xong chắc chắn kiên cố khung cột.
+ Nội thất nhà thiết kế hiện đại đầy đủ công năng.
*Thiết kế:
+ Tầng 1: thông sàn + giếng trời + wc.
+ Tầng 2,3,4,5,6: Mỗi tầng 2 phòng khép kín + sân phơi.
+ Tầng 7 : Phòng thờ + sân phơi.
*Công năng:
+ Nhà thích hợp để ơ, kinh doanh CHDV...
+ Nhà gần các trục đường như: Nguyễn Xiển, Triều Khúc....
+ Sổ đỏ chính chủ.",48.0,109380000,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,17.0,10.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,106.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường tân triều, phường thanh xuân trung, quận thanh xuân, hà nội",đường tân triều,phường thanh xuân trung,quận thanh xuân,hà nội,A,inconsistent_area
"Chuyên Biệt Thự & Nhà Phố 7x20m,5x4x20m,Có Sổ Hồng",9700000000,104.0,"Đường Bùi Văn Ba, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Bán căn rẻ Jamona Golden Silk. Tiện ích đầy đủ, dân trí cao, an ninh,...Vị trí: Mặt tiền đường 22m, đường lớn thông thoáng, tiện làm cty VP. 

- DT: 5.2m x 20m (104m2).
- Hướng Bắc.
- XD trệt 3 lầu (TK 5 PN, 6WC).
- Giá: 9.9 tỷ (TL).

*Pháp lý: Sổ Hồng riêng (Hỗ trợ bank 70%)

☎️Liên hệ:Thinh Tiger Bds Q.7.
+Nhận ký gửi nhà đất quận 7.",104.0,93270000,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.2,20.0,5.0,5.0,Nhà phố liền kề,Hoàn thiện cơ bản,106.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường bùi văn ba, phường phú thuận, quận 7, tp hồ chí minh",đường bùi văn ba,phường phú thuận,quận 7,tp hồ chí minh,A,
"Nhà MT TX39, 01 trệt 02 lầu, xây mới .",4190000000,70.0,"thạnh xuân 39, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","Nhà mặt tiền thạnh xuân 39, quận 12
Diện tích sàn hơn 200m2
06 phòng ngủ
05 tolet
01 phòng thờ
Sân để xe 05m. 
Đường 02 xe hơi, giao thoing thuận tiện, ra hà huy giáp khoảng 300m, cách cao đẳng điẹn lực 500m.
Có giá tốt cho gia đình thiện chí, mua nhà đón tết sum vầy.",70.0,59860000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.2,20.0,6.0,5.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,200.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"thạnh xuân 39, phường thạnh xuân, quận 12, tp hồ chí minh",thạnh xuân 39,phường thạnh xuân,quận 12,tp hồ chí minh,A,inconsistent_area
"NHÀ NGÕ 23 NGUYỄN VĂN LỘC, 40M2 5 TẦNG CHỈ 3,15 Tỷ",3150000000,40.0,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội","- Nhà mới xây 2 năm, đã sắm đủ nội thất cao cấp, tất cả còn rất mới từ thiết bị vệ sinh, gạch nền nhà, trần thạch cao, tủ, cửa, tay vịn, toàn bộ thiết bị điều hòa, nhà bếp, giường tủ còn mới tinh chủ để lại hết.
- Vị trí thuộc ngõ 23 Nguyễn Văn Lộc, 3 bước chân ra khu biệt thự đẳng cấp Châu Âu của Làng Việt Kiều, hưởng toàn bộ tiện ích của khu biệt thự, vườn hoa, đường vỉa hè cây xanh, trường chợ cách vài chục mét.
- Nhà thiết kế mỗi tầng 1 phòng ngủ, phòng thờ, phòng khách, sân phơi.
- Chủ nhà bán mua nhà to để cho ô tô vào nhà, cần bán với giá mềm ở 1 khu vực đẳng cấp.
- Khách xem nhà đến ngõ 23 Nguyễn Văn Lộc liên hệ Em Thắng để xem nhà miễn phí 24/24.",40.0,78750000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Đã bàn giao,75.0,Chung cư,5.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường nguyễn văn trỗi, phường mộ lao, quận hà đông, hà nội",đường nguyễn văn trỗi,phường mộ lao,quận hà đông,hà nội,A,
Cần bán đất chính chủ cầu xây dựng,5600000000,54.0,"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",đất thổ cư rất phù hợp xây nhà.bán đất chính chủ 4×13.5,54.0,103700000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,200.0,Đã bàn giao,75.0,Chung cư,5.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường nguyễn duy trinh, phường phú hữu, quận 9, tp hồ chí minh",đường nguyễn duy trinh,phường phú hữu,quận 9,tp hồ chí minh,A,
NHÀ 1 LẦU DT 65M MẶT TIỀN ĐƯỜNG 3 THÁNG 2 GIÁ RẺ,3200000000,65.0,"Đường Nguyễn Trãi, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương","Cần tiền tôi bán Nhà mặt tiền 3/2 Lái Thiêu, đường nhựa 10m, cách ngã 4 Nguyễn Văn Tiết khoảng 100m, khu vực dân cư sầm uất, buôn bán gì cũng được
_ nhà có 1p khách , 1p bếp , 2p ngủ 
_ vị trí cách chợ Lái Thiêu 500m, cách ngã tư cầu ông bố 1km 
_ Giá 3,2 tỷ thương lượng chính chủ 
Sổ hồng sang tên công chứng ngay , không quy hoạch , không tranh chấp 
Thông tin hình ảnh thực tế
liên hệ xem nhà",65.0,49230000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,16.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,65.0,Đã bàn giao,75.0,Chung cư,5.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường nguyễn trãi, phường lái thiêu, thị xã thuận an, bình dương",đường nguyễn trãi,phường lái thiêu,thị xã thuận an,bình dương,A,
bán nhà vạn phúc ngõ 39 phố lụa 34m2-4 tầng,2400000000,34.0,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Diện tích 34m2 - Mặt tiền 3,3m.
Hướng Đông bắc.
Nhà thiết kế 4 tầng kiên cố, sang trọng, thiết kế hiện đại.
- Tầng 1: Phòng khách, bếp.
- Tầng 2,3: phòng ngủ, WC.
- Tầng 4: Phòng ngủ, phòng thờ, sân phơi.
Nội thất, trang thiết bị vệ sinh điện nước cao cấp, an toàn.
Nằm tại Vạn Phúc - Hà Đông, khu dân cư đông đúc, có thu nhập cao, xung quanh đầy đủ dịch vụ tiện ích, trường học các cấp trong bán kính 400m.
Khu vực dân trí cao, an ninh tốt.
Sổ đỏ chính chủ.
Giá 2,45 tỷ (có thương lượng)- bao sang tên sổ
Hỗ trợ NH",34.0,70590000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.3,16.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường vạn phúc, phường vạn phúc, quận hà đông, hà nội",đường vạn phúc,phường vạn phúc,quận hà đông,hà nội,A,inconsistent_area
ĐẤT RUỘNG 2 MẶT TIỀN,500000000,1800.0,"Đường Tố Hữu, Phường Khánh Xuân, Thành phố Buôn Ma Thuột, Đắk Lắk",#NAME?,1800.0,277777,Tây Bắc,Đã có sổ,Mặt tiền,Đất nông nghiệp,20.0,90.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.0,Đã bàn giao,75.0,Chung cư,4.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường tố hữu, phường khánh xuân, thành phố buôn ma thuột, đắk lắk",đường tố hữu,phường khánh xuân,thành phố buôn ma thuột,đắk lắk,A,
Cần vốn KD bán nhà đường Ký Con p.NTB Q1 46m2/855t,855000000,46.0,"Đường Ký Con, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","Cần vốn kinh doanh nên chị tôi muốn bán nhà 1 trệt 1 lầu đường Ký Con, phường Nguyễn Thái Bình, quận 1

Diện tích : 46m2

Giá : 855 tr

Hiện trạng nhà 1 trệt 1 lầu , kết cấu 2PN , 3WC , 1 phòng khách , 1 phòng bếp,

Đường trước nhà 5m , xe hơi ra vào thông thoáng, thuận tiện di chuyển

Xung quanh dân cư đông đúc, gần trường học, trung tâm thành phố

Thích hợp kinh doanh buôn bán hoặc xây phòng trọ

Sổ hồng không dính quy hoạch , bao sang tên công chứng trong ngày

Liên hệ trực tiếp xem nhà và sổ (Miễn Tiếp Cò Lái Trung Gian)",46.0,18590000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,9.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,46.0,Đã bàn giao,75.0,Chung cư,1.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường ký con, phường nguyễn thái bình, quận 1, tp hồ chí minh",đường ký con,phường nguyễn thái bình,quận 1,tp hồ chí minh,A,
"NgộpBankLạc Long Quân, xe hơi vào nhà.48m2,4 tỷ 7.",4700000000,48.0,"Hẻm, Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh","Cần bán nhà gấp trước Tết đáo hạn Bank, đường Lạc Long Quân, Phường 10, Quận Tân Bình.
Hẻm xe hơi vô tận bếp, Nhà thiết kế hiện đại, phong cách, bắt mắt.
Diện tích 48m2 ( 4.5 * 10.6 ). Ngang Khủng đến hoảng luôn.
Kết cấu: 2 tầng lầu, Nhà có 2 phòng ngủ, 2 WC.
Cách mặt tiền Lạc Long Quân 50m, Khu an ninh, hàng xóm thân thiện.
Giá bao rẻ: 4 tỷ 7. Thương lượng nhẹ.
Gọi ngay Chị Nhung.( Zalo, Call).",48.0,97920000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.5,10.6,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,46.0,Đã bàn giao,75.0,Chung cư,1.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"hẻm, đường lạc long quân, phường 10, quận tân bình, tp hồ chí minh",đường lạc long quân,phường 10,quận tân bình,tp hồ chí minh,A,
Bán 2 suất ngoại giao shophouse Him Lam Vạn Phúc,13500000000,97.0,"34, 34 Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Thông tin mô tả
Bán Shophouse Him Lam Vạn Phúc 34 Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Thành Phố Hà Nội.
Vị trí: Nằm trên trục đường Tố Hữu – Lê Văn Lương, cạnh ngã tư Tố Hữu – Vạn Phúc.
Diện tích: 84,45m² –126,11m².
Mặt tiền: 100% căn Shophouse sở hữu 02 mặt tiền rộng 6,5m – 8,5m.
Cấu trúc 06 tầng:
• Tầng 1: Kinh doanh & để xe
• Tầng 2: Kinh doanh & sinh hoạt
• Tầng 3: Phòng ăn & bếp
• Tầng 4: Phòng khách & phòng ngủ
• Tầng 5: Phòng ngủ 2 & phòng ngủ 3
• Tầng 6: Phòng thờ và sân phơi hoặc mục đích khác
Tiện ích: Liền kề Trường Quốc tế Nhật Bản liên cấp, dễ dàng tiếp cận tuyến metro Cát Linh – Hà Đông, tuyến bus nhanh BRT, Aeon Mall, Co.op Mart, Big C, Sân bay Quốc tế Nội Bài, Bệnh viện Quân Y 103, Thiên Đường Bảo Sơn….
Tiến độ thi công: Hiện đã hoàn thiện mặt ngoài và hạ tầng kỹ thuật như đường, vỉa hè, đường điện - nước, hệ thống ngầm, cây xanh... Trường Quốc tế Nhật Bản liên cấp đã đi vào hoạt động.
Liên hệ ngay Phòng KD Chủ đầu tư để được tư vấn dự án miễn phí.
Hotline: 
Đặc điểm bất động sản
Loại tin đăng: Bán nhà phố thương mại
Địa chỉ: Lô A-P, Dự án Khu nhà ở Him Lam Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội
Thông tin bất động sản
Tên dự án: Him Lam Vạn Phúc
Đơn vị Kinh doanh và Phát triển dự án: Công ty Cổ phần Kinh doanh Địa ốc Him Lam
Quy mô: 222 căn Shophouse",48.0,139180000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.5,10.6,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,46.0,Đã bàn giao,97.0,Chung cư,1.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"34, 34 đường tố hữu, phường vạn phúc, quận hà đông, hà nội",34 đường tố hữu,phường vạn phúc,quận hà đông,hà nội,A,
NHÀ KHU ĐẠI HỌC Y DƯỢC,4350000000,64.0,"Đường 8, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","🏡TỪ NHÀ ĐẾN ĐẠI HỌC Y DƯỢC CẦN THƠ CHỈ 2 PHÚT
- DT: 4x16m + thêm 2m lối thoát hiểm sau nhà. Nhà 1trệt 1lầu, 3ngủ 3tắm. 
- Lộ giới đường 7m, dĩa hè 3m.

💵 Giá: 4,35 tỷ. Thương lượng mạnh cho quý khách mua tiền mặt.
☎ Gọi ngay sđt bên dưới để xem nhà 24/24h.",64.0,67970000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,16.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,128.0,Đã bàn giao,97.0,Chung cư,2.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường 8, phường an khánh, quận ninh kiều, cần thơ",đường 8,phường an khánh,quận ninh kiều,cần thơ,A,
400TR Có Nhà Mới Ở Ngay. Ngay ngã ba Tân Kim,400000000,60.0,"Đường Quốc Lộ 50, Xã Tân Kim, Huyện Cần Giuộc, Long An","# 400TR Có Nhà Mới Ở Ngay
# Nhà Mới Xây Giá Rẻ
# Nhà Ngay Ngã Ba Tân Kim
---------------------
Nhà SHR thổ 100% ODT (Ở Đô Thị)
* Giá : 650TR (Bao Công Chứng)
* Hỗ Trợ Trả Góp
--------------------
Vị Trí : gần Cầu Ông Thìn, Quốc Lộ 50. Cách Nguyễn Văn Linh, Q8 7km
Nhà 1 lầu đút gồm 2 PN, 2WC, P.Bếp, P. Khách, Ban Công thoáng mát, ô tô vào tận nhà
Nhà gần Chợ, Bách Hóa Xanh, Điện Máy Xanh.Gần Cụm KCN Tân Kim, Kizuna tiện ở hoặc cho thuê
--------------------
Hotline : 070.269.7879",60.0,6670000,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,4.0,15.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,120.0,Đã bàn giao,97.0,Chung cư,2.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường quốc lộ 50, xã tân kim, huyện cần giuộc, long an",đường quốc lộ 50,xã tân kim,huyện cần giuộc,long an,A,
"Mặt phố NGUYỄN VĂN LỘC, 2 vỉa hè, 126m2, 28.5 tỷ.",28500000000,126.0,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Mặt phố NGUYỄN VĂN LỘC, 2 mặt tiền rộng, vỉa hè lớn, 126m2, 28.5 tỷ.

+ Vị trí: LÔ GÓC Vô cùng ĐẮC ĐỊA - HIẾM CÓ KHÓ TÌM của Làng Việt Kiều Châu Âu.
- Hiện tại là nhà 6 tầng xây khung cột BT chắc chắn móng cột riêng biệt chia 2 khối.
+ Khối ngoài 40/76m2, mt 8/10m View mặt phố Nguyễn Văn Lộc đang cho thuê riêng tầng 01 là 55tr/tháng.
+ Khối trong 42/50m2, mt 3.2m chủ để thông với nhà phía trước của.
+ Nhà chủ tự xây chắc chắn. 
- Tầng 1,2,3 trước cho thuê cả 2 nhà giá trị cho thuê khoảng 80tr/tháng.
- Tầng 4,5,6 chủ để ở với đầy đủ công năng: PK, PN, Phòng ăn, Phòng tắm, Phòng thờ, Vườn rau xanh...
+ Vị trí : CỰC ĐỈNH - Kinh doanh tấp nập ngày đêm với lợi thế LÔ GÓC 2 mặt tiền và Vỉa hè rộng 2 bên lên tới gần 20m nên GIÁ TRỊ cho thuê Kinh Doanh là không tưởng...!!!
+ Sổ đẹp, diện tích thực 126 m2, MT 8m, 6T, giá bán 28,5 tỷ.
+ Liên hệ: anh Hải CV tư vấn cao cấp, miễn phí dịch vụ, phục vụ 24/24,
+ Tab: Nguyễn Văn Lộc, Việt Kiều Châu Âu",126.0,226190000,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,4.0,15.0,8.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,126.0,Đã bàn giao,97.0,Chung cư,6.0,A,L06.08,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường nguyễn văn lộc, phường mộ lao, quận hà đông, hà nội",đường nguyễn văn lộc,phường mộ lao,quận hà đông,hà nội,A,inconsistent_area
"Đep Hoàng H Thám 5T, Mt 3,5m, 45m2,3,6 tỷ",3250000000,35.0,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Bán căn Hoàng Hoa Thám Ngõ Rộng Thoáng Rất đẹp 
Chủ tự xây thiết kế 5 tầng, 3 ngủ, phòng bếp, thờ, WC 
Nhà trung tâm ba đình Hướng Đông Nam
- 35m2 , 5 tầng , mt 3,5m 
- Sổ đỏ đẹp sẵn giao dịch pháp lý chuẩn 
Liên hệ Anh Hùng râu 0967.584.375",35.0,92860000,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,3.5,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,97.0,Chung cư,5.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Shophouse,"đường hoàng hoa thám, phường vĩnh phúc, quận ba đình, hà nội",đường hoàng hoa thám,phường vĩnh phúc,quận ba đình,hà nội,A,
🔥Bán Khách Sạn 7 Tầng Khu An Thượng ( sát biển ),20000000000,81.0,"An Thượng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","- CẦN BÁN KHÁCH SẠN 7 TẦNG - KHU AN THƯỢNG 
———🌤🌤———

- VỊ TRÍ : Mặt tiền An thượng , Sát Biển cách biển chỉ 150m 

- GỒM : 11 Phòng Studio , 4 Phòng căn hộ 2 phòng ngủ 

 - DIỆN TÍCH : 81m2 

 - THIẾT KẾ : 7 Tầng Nền Móng Chắc Chắn , Nội Thất Cao Cấp , có thang máy 

 - Giá : 20 TY 
————🔥🔥🔥————

☎️ LIÊN HỆ : HUY🔥🔥🔥🔥🔥🔥🔥",35.0,246910000,Tây Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,3.5,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,81.0,Chung cư,5.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"an thượng, phường mỹ an, quận ngũ hành sơn, đà nẵng",an thượng,phường mỹ an,quận ngũ hành sơn,đà nẵng,A,
"Bán nền thổ cư 4,5x17 thị Trấn LOng HỒ",600000000,765.0,"Đường Quốc Lộ 53, Thị trấn Long Hồ, Huyện Long Hồ, Vĩnh Long","Dự án: Bán nền thổ cư 4,5x17 thị Trấn LOng HỒ.
 Thông tin chi tiết: Bán nền thổ cư 4,5x17 thị Trấn LOng HỒ. vị trí nằm trong khu trung tâm thương mại sắp khai trương. lộ nhựa xe tải 8 tấn. Giá 600tr buông tay.",765.0,784313,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,3.5,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,180.0,Đã bàn giao,81.0,Chung cư,5.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 53, thị trấn long hồ, huyện long hồ, vĩnh long",đường quốc lộ 53,thị trấn long hồ,huyện long hồ,vĩnh long,A,inconsistent_area
Bán nhà ngay THPT Bình Chánh sổ riêng 890tr 1T1L,890000000,80.0,"Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","nhà đường Huỳnh Văn Trí, sổ riêng
khu dân cư đông đúc, cách QL1A 900m
liền kề chợ Bình Chánh, Thế giới di động, bách hóa xanh, trường THPT Bình Chánh, ...
xung quanh kinh doanh mua bán sầm uất
nhà 1 trệt 1 lầu, 2 phòng ngủ, 2 wc
thiết kế kiểu hiện đại, nhà thông thoáng, mát mẻ
sổ hồng riêng
diện tích 80m2
sang tên công chứng trong ngày
giá bán gấp chỉ 890tr có ngay nhà đẹp đón tết
liên hệ Hưng ngay",80.0,11130000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,140.0,Đã bàn giao,81.0,Chung cư,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường huỳnh văn trí, xã bình chánh, huyện bình chánh, tp hồ chí minh",đường huỳnh văn trí,xã bình chánh,huyện bình chánh,tp hồ chí minh,A,
